origin_block;579,70,79
minecraft:oak_leaves[distance=5;persistent=false;waterlogged=false],584,79,77
minecraft:oak_leaves[distance=5;persistent=false;waterlogged=false],584,79,78
minecraft:oak_leaves[distance=5;persistent=false;waterlogged=false],584,80,76
minecraft:oak_leaves[distance=4;persistent=false;waterlogged=false],585,77,75
minecraft:oak_leaves[distance=3;persistent=false;waterlogged=false],585,77,76
minecraft:oak_leaves[distance=4;persistent=false;waterlogged=false],585,77,77
minecraft:oak_leaves[distance=5;persistent=false;waterlogged=false],585,78,75
minecraft:oak_leaves[distance=4;persistent=false;waterlogged=false],585,78,76
minecraft:oak_leaves[distance=5;persistent=false;waterlogged=false],585,78,77
minecraft:oak_leaves[distance=6;persistent=false;waterlogged=false],585,79,75
minecraft:oak_leaves[distance=5;persistent=false;waterlogged=false],585,79,76
minecraft:oak_leaves[distance=6;persistent=false;waterlogged=false],585,79,77
